Taxon	TaxID	Fragments	PropTotal	PropNonHost
Pseudonocardia sp. HH130630-07	1690815	3	1.9491623377395449e-7	0.00017133066818960594
Pseudonocardia dioxanivorans	240495	3	1.9491623377395449e-7	0.00017133066818960594
Pseudonocardia broussonetiae	2736640	3	1.9491623377395449e-7	0.00017133066818960594
Agromyces intestinalis	2592652	3	1.9491623377395449e-7	0.00017133066818960594
Kocuria rosea	1275	3	1.9491623377395449e-7	0.00017133066818960594
Isoptericola variabilis	139208	3	1.9491623377395449e-7	0.00017133066818960594
Serinicoccus profundi	1078471	3	1.9491623377395449e-7	0.00017133066818960594
Phycicoccus endophyticus	1690220	3	1.9491623377395449e-7	0.00017133066818960594
Sanguibacter keddieii	60920	3	1.9491623377395449e-7	0.00017133066818960594
Streptomyces armeniacus	83291	3	1.9491623377395449e-7	0.00017133066818960594
Streptacidiphilus bronchialis	2126346	3	1.9491623377395449e-7	0.00017133066818960594
Nocardiopsis gilva	280236	3	1.9491623377395449e-7	0.00017133066818960594
Nocardia terpenica	455432	3	1.9491623377395449e-7	0.00017133066818960594
Corynebacterium stationis	1705	3	1.9491623377395449e-7	0.00017133066818960594
Kribbella qitaiheensis	1544730	3	1.9491623377395449e-7	0.00017133066818960594
Blastococcus saxobsidens	138336	3	1.9491623377395449e-7	0.00017133066818960594
Variibacter gotjawalensis	1333996	2	1.29944155849303e-7	0.0001142204454597373
Hyphomicrobium sp. MC1	717785	2	1.29944155849303e-7	0.0001142204454597373
Aureimonas sp. AU20	1349819	2	1.29944155849303e-7	0.0001142204454597373
Phreatobacter sp. NMCR1094	2570229	2	1.29944155849303e-7	0.0001142204454597373
Kaustia mangrovi	2593653	2	1.29944155849303e-7	0.0001142204454597373
Allosphingosinicella indica	941907	2	1.29944155849303e-7	0.0001142204454597373
Paracoccus sp. H4-D09	2812658	2	1.29944155849303e-7	0.0001142204454597373
Paracoccus sp. S8-55	2903900	2	1.29944155849303e-7	0.0001142204454597373
Elioraea tepida	2843330	2	1.29944155849303e-7	0.0001142204454597373
Thalassospira marina	2048283	2	1.29944155849303e-7	0.0001142204454597373
Pseudomonas otitidis	319939	2	1.29944155849303e-7	0.0001142204454597373
Moraxella osloensis	34062	2	1.29944155849303e-7	0.0001142204454597373
Sulfuricaulis limicola	1620215	2	1.29944155849303e-7	0.0001142204454597373
Acidovorax sp. 1608163	2478662	2	1.29944155849303e-7	0.0001142204454597373
Acidovorax avenae	80867	2	1.29944155849303e-7	0.0001142204454597373
Rhodoferax sp. BAB1	2741720	2	1.29944155849303e-7	0.0001142204454597373
Massilia sp. YMA4	1593482	2	1.29944155849303e-7	0.0001142204454597373
Massilia sp. NP310	2861282	2	1.29944155849303e-7	0.0001142204454597373
Herbaspirillum robiniae	2014887	2	1.29944155849303e-7	0.0001142204454597373
Saccharomonospora xinjiangensis	75294	2	1.29944155849303e-7	0.0001142204454597373
Ornithinimicrobium sp. HY006	2508882	2	1.29944155849303e-7	0.0001142204454597373
Yimella sp. cx-51	2770551	2	1.29944155849303e-7	0.0001142204454597373
Thermobifida fusca	2021	2	1.29944155849303e-7	0.0001142204454597373
Corynebacterium halotolerans	225326	2	1.29944155849303e-7	0.0001142204454597373
Auraticoccus monumenti	675864	2	1.29944155849303e-7	0.0001142204454597373
Actinomyces howellii	52771	2	1.29944155849303e-7	0.0001142204454597373
Natronoglycomyces albus	2811108	2	1.29944155849303e-7	0.0001142204454597373
Exiguobacterium mexicanum	340146	2	1.29944155849303e-7	0.0001142204454597373
Abiotrophia defectiva	46125	2	1.29944155849303e-7	0.0001142204454597373
Elizabethkingia sp. JS20170427COW	2583851	2	1.29944155849303e-7	0.0001142204454597373
Porphyromonas cangingivalis	36874	2	1.29944155849303e-7	0.0001142204454597373
Spirosoma sp. RHs26	2898794	2	1.29944155849303e-7	0.0001142204454597373
Luteitalea sp. TBR-22	2802971	2	1.29944155849303e-7	0.0001142204454597373
Cloacibacillus porcorum	1197717	2	1.29944155849303e-7	0.0001142204454597373
